epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2522.29,1.50379,2.95184,1.31693,1.33929,0.39759,0.28502,0.27773,0.16726,0.27784,0.21868,0.20169,0.10231,1.34195,2.31108,0.96718,1.18073,0.00333257,0.00333257,0.00333257
2,5028.74,1.30675,2.33789,0.97658,1.18095,0.45557,0.33287,0.33539,0.20253,0.32267,0.25478,0.23633,0.12138,1.25581,2.15645,0.87539,1.12261,0.00659991,0.00659991,0.00659991
1,2549.55,1.20772,2.07093,0.8289,1.14698,0.68223,0.4684,0.50535,0.30055,0.52833,0.3409,0.33312,0.16633,1.14596,1.88413,0.74312,1.08191,0.00333257,0.00333257,0.00333257
2,5080.74,1.14582,1.96428,0.77758,1.10378,0.69122,0.47151,0.51078,0.30588,0.53104,0.34838,0.33684,0.16921,1.12609,1.86089,0.71949,1.06552,0.00659991,0.00659991,0.00659991
3,7606.98,1.14802,1.96704,0.7843,1.10213,0.69028,0.46661,0.50941,0.30511,0.53089,0.34541,0.33855,0.16992,1.12574,1.86041,0.71695,1.06805,0.00980125,0.00980125,0.00980125
4,10130.3,1.15052,1.96807,0.78787,1.10263,0.69333,0.46825,0.51108,0.30798,0.52222,0.35,0.33805,0.17107,1.10927,1.83612,0.70478,1.05588,0.009703,0.009703,0.009703
