epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,1793.56,0.32345,0.33958,0.29214,0.82785,0.78044,0.39709,0.49123,0.41274,0.67589,0.31613,0.40091,0.26768,1.09993,2.67594,1.02826,1.18434,0.004555,0.004555,0.004555
13,1940.85,0.31043,0.32941,0.28111,0.82425,0.75605,0.42483,0.49919,0.42271,0.655,0.34161,0.40905,0.26792,1.10382,2.70916,1.02568,1.19452,0.00406,0.00406,0.00406
14,2084.81,0.29727,0.32047,0.271,0.8207,0.64073,0.41795,0.49802,0.42107,0.5388,0.33598,0.40826,0.26751,1.10351,2.77884,1.03286,1.19422,0.003565,0.003565,0.003565
15,2227.75,0.28529,0.31163,0.26046,0.81745,0.63839,0.41862,0.5028,0.42714,0.53593,0.33659,0.41267,0.27399,1.10649,2.82676,1.02648,1.19995,0.00307,0.00307,0.00307
16,2369.81,0.27261,0.3026,0.25077,0.81401,0.80441,0.40677,0.50606,0.42912,0.70014,0.32604,0.41539,0.27295,1.10471,2.85272,1.03243,1.20332,0.002575,0.002575,0.002575
17,2513.27,0.26004,0.29399,0.24162,0.81115,0.79354,0.41481,0.50789,0.42986,0.69088,0.33336,0.41711,0.27407,1.10543,2.87902,1.03496,1.20589,0.00208,0.00208,0.00208
18,2657.8,0.24749,0.28421,0.23238,0.80809,0.66086,0.41829,0.50657,0.42789,0.55893,0.33649,0.41562,0.27261,1.1059,2.92593,1.03767,1.20888,0.001585,0.001585,0.001585
19,2802.72,0.23595,0.27561,0.22363,0.80556,0.66528,0.41451,0.50714,0.4281,0.56332,0.33328,0.4163,0.27482,1.10658,2.95498,1.04128,1.21128,0.00109,0.00109,0.00109
20,2947.11,0.22472,0.26666,0.21509,0.8033,0.66902,0.41322,0.50701,0.42701,0.56663,0.33222,0.41627,0.27441,1.10639,2.98974,1.04396,1.21366,0.000595,0.000595,0.000595
1,229.873,0.91449,0.89257,1.28118,1.07102,0.37051,0.26698,0.27514,0.20443,0.27472,0.1844,0.18367,0.08961,1.08248,2.07661,1.10378,1.14203,0.00333277,0.00333277,0.00333277
1,262.468,0.91449,0.89257,1.28118,1.07102,0.37051,0.26698,0.27514,0.20443,0.27472,0.1844,0.18367,0.08961,1.08248,2.07661,1.10378,1.14203,0.00333277,0.00333277,0.00333277
1,253.944,0.91449,0.89257,1.28118,1.07102,0.37051,0.26698,0.27514,0.20443,0.27472,0.1844,0.18367,0.08961,1.08248,2.07661,1.10378,1.14203,0.00333277,0.00333277,0.00333277
2,495.243,0.6335,0.6006,0.67891,0.92627,0.64876,0.26253,0.30208,0.23244,0.31488,0.25098,0.20998,0.11272,1.08395,2.04566,1.11254,1.14479,0.00644612,0.00644612,0.00644612
3,750.138,0.59331,0.54757,0.60882,0.91064,0.49989,0.32765,0.45354,0.34224,0.40402,0.24113,0.36213,0.20086,1.11223,2.04386,1.08631,1.16974,0.00933948,0.00933948,0.00933948
4,1029.01,0.54123,0.50417,0.52176,0.89294,0.46875,0.51128,0.48486,0.38724,0.38587,0.42224,0.39419,0.25468,1.13747,2.10087,1.06356,1.18245,0.00901,0.00901,0.00901
5,1306.62,0.48423,0.46043,0.44554,0.87339,0.65955,0.4468,0.48876,0.36626,0.56269,0.36147,0.39796,0.23071,1.1198,2.09421,1.05824,1.18185,0.00868,0.00868,0.00868
6,1564.17,0.44606,0.43051,0.40285,0.8607,0.66164,0.41428,0.49726,0.37728,0.55797,0.33121,0.40656,0.24181,1.13099,2.26494,1.02184,1.18365,0.00835,0.00835,0.00835
7,1824.82,0.41945,0.40827,0.37788,0.85218,0.73013,0.43966,0.5101,0.3891,0.62414,0.35429,0.41877,0.24013,1.1236,2.38591,1.01572,1.19345,0.00802,0.00802,0.00802
8,2066.69,0.39884,0.39295,0.35699,0.84581,0.58718,0.51316,0.50556,0.41289,0.50216,0.42334,0.41509,0.2523,1.12863,2.40001,1.01107,1.1981,0.00769,0.00769,0.00769
9,2298.9,0.38142,0.38262,0.34162,0.84044,0.70153,0.45613,0.51265,0.39423,0.60213,0.36938,0.42154,0.24787,1.12918,2.46503,1.01926,1.20087,0.00736,0.00736,0.00736
10,2528.58,0.36747,0.37106,0.32943,0.83601,0.64223,0.47372,0.51054,0.42123,0.54881,0.38593,0.41951,0.26968,1.12864,2.51789,1.00739,1.20431,0.00703,0.00703,0.00703
11,2762.89,0.3547,0.36056,0.31827,0.83197,0.59921,0.52941,0.52269,0.41701,0.51119,0.43952,0.43142,0.26191,1.12502,2.51012,1.01351,1.20734,0.0067,0.0067,0.0067
12,2995.27,0.34153,0.35206,0.30732,0.8279,0.47998,0.53163,0.42978,0.34533,0.39893,0.45016,0.33904,0.1978,1.12974,2.58144,1.0144,1.21101,0.00637,0.00637,0.00637
13,3231.49,0.33211,0.34447,0.29871,0.82524,0.46553,0.52063,0.4528,0.36803,0.38616,0.43227,0.36213,0.21959,1.1322,2.63807,1.01806,1.21374,0.00604,0.00604,0.00604
14,3467.63,0.32246,0.33728,0.29074,0.82209,0.47405,0.53899,0.45598,0.37702,0.39614,0.45059,0.36564,0.21219,1.13129,2.67172,1.01665,1.21568,0.00571,0.00571,0.00571
15,3706.35,0.31347,0.33073,0.28265,0.8198,0.47089,0.54749,0.43492,0.36118,0.38933,0.45853,0.34466,0.1986,1.13043,2.70047,1.01233,1.21583,0.00538,0.00538,0.00538
16,3944.77,0.30565,0.32471,0.27664,0.81774,0.63732,0.34359,0.42422,0.34823,0.37481,0.42509,0.33386,0.19355,1.12421,2.72937,1.00835,1.21238,0.00505,0.00505,0.00505
17,4181.46,0.29726,0.3176,0.26924,0.81553,0.4705,0.54245,0.43713,0.35859,0.38715,0.45378,0.34557,0.20169,1.12327,2.75198,1.00966,1.2139,0.00472,0.00472,0.00472
18,4418.79,0.28841,0.31153,0.26231,0.81307,0.47551,0.54067,0.43602,0.3579,0.39194,0.4532,0.34386,0.20027,1.12295,2.77695,1.00886,1.21609,0.00439,0.00439,0.00439
19,4654.5,0.28104,0.30618,0.25607,0.81096,0.47478,0.53992,0.42477,0.34985,0.39134,0.45174,0.33235,0.19356,1.12253,2.79795,1.00752,1.21691,0.00406,0.00406,0.00406
20,4889.56,0.2738,0.30053,0.25124,0.80914,0.47394,0.54003,0.4364,0.35856,0.39252,0.45159,0.34414,0.20119,1.12221,2.81911,1.00658,1.21787,0.00373,0.00373,0.00373
