epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.1049,1.10578,2.30718,2.81137,1.2144,0.8251,0.39917,0.4108,0.31562,0.82062,0.39376,0.40007,0.26047,0.96893,1.36877,1.27939,1.0399,0.000144199,0.000144199,0.000144199
1,15.1409,0.87345,1.37414,1.30727,1.04979,0.77899,0.55353,0.60361,0.47314,0.76129,0.54169,0.58967,0.39003,0.81534,1.09135,0.9203,0.97348,0.000144199,0.000144199,0.000144199
1,14.6941,0.79298,1.18844,1.04379,1.00639,0.89786,0.54895,0.60812,0.47286,0.88917,0.5418,0.59604,0.38919,0.79748,0.9993,0.78613,0.95066,0.000144199,0.000144199,0.000144199
1,14.6021,0.75815,1.12066,0.92916,0.98331,0.78724,0.63281,0.69922,0.54538,0.92505,0.57391,0.68346,0.45445,0.75075,0.93008,0.73863,0.94572,0.000144199,0.000144199,0.000144199
1,14.6104,0.73542,1.05032,0.86351,0.98006,0.84782,0.69057,0.7549,0.60412,0.84143,0.68482,0.74737,0.50556,0.71414,0.95968,0.68782,0.91752,0.000144199,0.000144199,0.000144199
1,14.6971,0.68451,0.96559,0.78693,0.95559,0.90891,0.68435,0.81668,0.64226,0.90068,0.67794,0.80273,0.56183,0.73831,0.90685,0.68047,0.92252,0.000144199,0.000144199,0.000144199
1,14.6428,0.66257,0.92609,0.74636,0.94702,0.88974,0.7174,0.89142,0.70507,0.87773,0.70848,0.87751,0.55765,0.67728,0.82589,0.61361,0.90563,0.000144199,0.000144199,0.000144199
1,14.6691,0.634,0.86598,0.6982,0.93404,0.88618,0.74162,0.83592,0.67091,0.88111,0.73115,0.81908,0.55803,0.69047,0.80777,0.62185,0.89438,0.000144199,0.000144199,0.000144199
1,14.7167,0.62687,0.85169,0.67488,0.92556,0.92918,0.83078,0.91065,0.72542,0.92264,0.82511,0.90053,0.62589,0.65844,0.77487,0.57141,0.89468,0.000144199,0.000144199,0.000144199
1,14.645,0.61787,0.83623,0.6525,0.92705,0.9037,0.84688,0.89802,0.72216,0.91111,0.80899,0.88169,0.59017,0.64877,0.83713,0.56943,0.88604,0.000144199,0.000144199,0.000144199
1,14.6523,0.59103,0.79708,0.62227,0.9161,0.94104,0.81334,0.92456,0.77414,0.93149,0.8028,0.90338,0.6501,0.6721,0.8509,0.57032,0.88885,0.000144199,0.000144199,0.000144199
1,14.6754,0.58025,0.75931,0.60883,0.91145,0.91061,0.88131,0.91205,0.73922,0.90016,0.87077,0.89892,0.58334,0.65296,0.79205,0.5542,0.88942,0.000144199,0.000144199,0.000144199
1,14.6494,0.56889,0.73153,0.5802,0.90662,0.93713,0.80614,0.88432,0.71041,0.92272,0.7943,0.86727,0.58923,0.67131,0.80045,0.58308,0.88131,0.000144199,0.000144199,0.000144199
1,14.6022,0.57041,0.7268,0.57422,0.90043,0.9089,0.84332,0.92367,0.75607,0.9007,0.83579,0.90263,0.63481,0.64456,0.75382,0.53559,0.88518,0.000144199,0.000144199,0.000144199
1,14.745,0.56681,0.71599,0.55895,0.90603,0.95099,0.86621,0.92638,0.76315,0.92555,0.84958,0.89612,0.61247,0.62572,0.82019,0.51374,0.87087,0.000144199,0.000144199,0.000144199
1,14.723,0.54147,0.68917,0.53805,0.8956,0.92485,0.84053,0.93745,0.76426,0.91539,0.83243,0.92627,0.70129,0.67041,0.81335,0.52506,0.87398,0.000144199,0.000144199,0.000144199
1,14.7115,0.54239,0.66502,0.53271,0.89463,0.94521,0.85867,0.91884,0.76098,0.93418,0.84322,0.90161,0.60331,0.61111,0.77226,0.51606,0.87281,0.000144199,0.000144199,0.000144199
1,14.609,0.52919,0.64389,0.5129,0.89072,0.94104,0.8458,0.94941,0.77732,0.92835,0.83255,0.92884,0.63724,0.64596,0.79991,0.51485,0.86955,0.000144199,0.000144199,0.000144199
1,14.8414,0.53152,0.64685,0.51025,0.88663,0.92136,0.89472,0.94471,0.76512,0.92414,0.88041,0.92762,0.62417,0.62683,0.73603,0.49683,0.87729,0.000144199,0.000144199,0.000144199
1,14.6974,0.52971,0.63583,0.49809,0.89147,0.90559,0.88856,0.92854,0.76187,0.89771,0.8791,0.91542,0.61146,0.61896,0.79211,0.49259,0.87729,0.000144199,0.000144199,0.000144199
1,14.8075,0.50863,0.61583,0.48352,0.88239,0.94826,0.83887,0.94878,0.79926,0.93781,0.82992,0.93547,0.67255,0.64845,0.8076,0.49881,0.86985,0.000144199,0.000144199,0.000144199
