epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,214.66,0.69554,0.83122,2.05822,1.04934,0.97913,0.91202,0.97667,0.78123,0.97464,0.90815,0.96575,0.64102,0.68225,0.68524,2.02547,0.98424,0.000673564,0.000673564,0.000673564
31,221.853,0.6988,0.81685,2.0314,1.05987,0.96135,0.92337,0.97974,0.79988,0.95611,0.91886,0.96987,0.66115,0.68542,0.70943,1.99463,0.97146,0.000668066,0.000668066,0.000668066
32,229.212,0.69658,0.83362,2.01168,1.05628,0.95318,0.92335,0.97903,0.79068,0.94715,0.91762,0.9686,0.65641,0.67118,0.70518,2.08555,0.96854,0.000662568,0.000662568,0.000662568
33,236.408,0.69468,0.81672,1.97728,1.05683,0.90252,0.95933,0.95722,0.76143,0.89872,0.94646,0.94539,0.62805,0.65622,0.70472,2.08643,0.97369,0.00065707,0.00065707,0.00065707
34,243.544,0.69186,0.83538,2.00467,1.06064,0.91567,0.94648,0.95904,0.76557,0.91136,0.9415,0.95031,0.6262,0.66668,0.70881,2.08508,0.96627,0.000651573,0.000651573,0.000651573
35,250.652,0.67551,0.77264,1.9678,1.05567,0.90365,0.94463,0.9477,0.75169,0.92483,0.91912,0.94014,0.62222,0.66293,0.73125,2.11226,0.96977,0.000646075,0.000646075,0.000646075
36,257.796,0.65341,0.78221,1.9105,1.03105,0.92179,0.91103,0.96794,0.77804,0.9409,0.89682,0.95903,0.65766,0.63281,0.65275,1.94448,0.94561,0.000640577,0.000640577,0.000640577
37,264.934,0.66841,0.75899,1.9335,1.03849,0.89659,0.91906,0.90831,0.74817,0.89009,0.91302,0.89968,0.60342,0.63401,0.64749,2.08091,0.94265,0.000635079,0.000635079,0.000635079
38,272.089,0.66263,0.77451,1.89789,1.04236,0.88273,0.96809,0.95909,0.76402,0.88032,0.96224,0.95213,0.63074,0.63972,0.63894,2.03465,0.95455,0.000629581,0.000629581,0.000629581
39,279.212,0.65487,0.75362,1.86933,1.03077,0.92195,0.96717,0.97579,0.80043,0.91505,0.9611,0.96836,0.65825,0.61807,0.63949,1.88879,0.93213,0.000624084,0.000624084,0.000624084
40,286.435,0.64973,0.79576,1.88899,1.03348,0.97924,0.90758,0.98082,0.79589,0.97763,0.90565,0.97475,0.66306,0.63568,0.6318,1.95889,0.95507,0.000618586,0.000618586,0.000618586
41,293.577,0.64971,0.75362,1.88826,1.03259,0.93092,0.96601,0.98069,0.79054,0.92817,0.96228,0.97271,0.66479,0.63008,0.64146,1.87421,0.93078,0.000613088,0.000613088,0.000613088
